LogID,UserID,Action,Timestamp
35892,2185,Symptom_Check,2025-01-01 20:21:00
13554,1275,Login,2025-01-01 20:27:00
35938,3458,Login,2025-01-01 20:31:00
28566,2150,Wellness_Track,2025-01-01 20:32:00
6539,243,Login,2025-01-01 20:36:00
14517,3688,Symptom_Check,2025-01-01 20:44:00
9567,2816,Symptom_Check,2025-01-01 20:47:00
31647,3249,Wellness_Track,2025-01-01 20:59:00
9071,677,Login,2025-01-01 21:04:00
38261,1960,Wellness_Track,2025-01-01 21:05:00
41457,4114,Lab_View,2025-01-01 21:05:00
37301,2954,Wellness_Track,2025-01-01 21:29:00
16068,790,Teleconsultation,2025-01-01 21:31:00
34959,3837,Lab_View,2025-01-01 21:31:00
10147,3684,Login,2025-01-01 21:32:00
17426,1275,Lab_View,2025-01-01 21:36:00
17735,1049,Wellness_Track,2025-01-01 21:39:00
48653,2245,Lab_View,2025-01-01 21:48:00
13824,2546,Symptom_Check,2025-01-01 21:50:00
8780,3953,Login,2025-01-01 21:51:00
34222,4873,Login,2025-01-01 22:00:00
46029,2554,Login,2025-01-01 22:07:00
30067,4840,Wellness_Track,2025-01-01 22:13:00
14543,1172,Login,2025-01-01 22:18:00
42285,556,Symptom_Check,2025-01-01 22:18:00
24616,1853,Teleconsultation,2025-01-01 22:19:00
16233,2186,Symptom_Check,2025-01-01 22:21:00
14183,102,Symptom_Check,2025-01-01 22:22:00
13990,4264,Login,2025-01-01 22:30:00
17873,2547,Login,2025-01-01 22:30:00
3996,339,Lab_View,2025-01-01 22:33:00
48547,1568,Lab_View,2025-01-01 22:34:00
37713,3930,Login,2025-01-01 22:37:00
15168,2481,Login,2025-01-01 22:56:00
15129,422,Login,2025-01-01 23:03:00
44612,3940,Symptom_Check,2025-01-01 23:10:00
41983,2257,Prescription_View,2025-01-01 23:12:00
16459,1910,Login,2025-01-01 23:16:00
2078,728,Wellness_Track,2025-01-01 23:24:00
13625,3098,Login,2025-01-01 23:29:00
6117,4148,Logout,2025-01-01 23:42:00
44049,2627,Symptom_Check,2025-01-01 23:48:00
24178,1774,Teleconsultation,2025-01-01 23:51:00
17731,1725,Symptom_Check,2025-01-01 23:53:00
35311,4515,Teleconsultation,2025-01-01 23:54:00
10653,1393,Lab_View,2025-01-01 23:57:00
19422,377,Teleconsultation,2025-01-02 00:02:00
46888,4501,Symptom_Check,2025-01-02 00:18:00
31184,3928,Login,2025-01-02 00:24:00
45623,168,Login,2025-01-02 00:28:00
33379,4238,Wellness_Track,2025-01-02 00:29:00
23421,1245,Wellness_Track,2025-01-02 00:37:00
31655,3509,Login,2025-01-02 00:39:00
14718,4546,Prescription_View,2025-01-02 00:49:00
43585,2843,Symptom_Check,2025-01-02 00:49:00
39404,3408,Wellness_Track,2025-01-02 00:50:00
6938,3061,Wellness_Track,2025-01-02 01:04:00
46649,3363,Symptom_Check,2025-01-02 01:13:00
4239,4860,Login,2025-01-02 01:14:00
25227,4915,Symptom_Check,2025-01-02 01:20:00
11772,1523,Login,2025-01-02 01:31:00
44573,1485,Lab_View,2025-01-02 01:36:00
28132,4104,Login,2025-01-02 01:37:00
8105,1280,Lab_View,2025-01-02 01:44:00
25964,4776,Symptom_Check,2025-01-02 01:45:00
12196,1586,Login,2025-01-02 01:46:00
41572,2658,Prescription_View,2025-01-02 01:56:00
35908,2964,Symptom_Check,2025-01-02 02:01:00
30938,1317,Symptom_Check,2025-01-02 02:08:00
27866,3431,Teleconsultation,2025-01-02 02:13:00
47572,2762,Lab_View,2025-01-02 02:20:00
26304,4754,Wellness_Track,2025-01-02 02:23:00
42640,1776,Wellness_Track,2025-01-02 02:40:00
18578,945,Prescription_View,2025-01-02 02:46:00
10746,3147,Login,2025-01-02 02:50:00
8086,3534,Symptom_Check,2025-01-02 02:53:00
9059,573,Login,2025-01-02 02:54:00
23329,2051,Prescription_View,2025-01-02 02:56:00
38314,2996,Symptom_Check,2025-01-02 03:00:00
14600,3804,Wellness_Track,2025-01-02 03:01:00
24682,708,Teleconsultation,2025-01-02 03:05:00
25368,341,Teleconsultation,2025-01-02 03:07:00
29913,538,Login,2025-01-02 03:16:00
21229,2607,Wellness_Track,2025-01-02 03:16:00
36111,3956,Login,2025-01-02 03:18:00
20832,2298,Wellness_Track,2025-01-02 03:19:00
23173,2234,Logout,2025-01-02 03:33:00
26065,2825,Login,2025-01-02 03:35:00
10279,3235,Symptom_Check,2025-01-02 03:37:00
17986,3062,Symptom_Check,2025-01-02 03:38:00
40785,3675,Teleconsultation,2025-01-02 03:41:00
34791,1791,Lab_View,2025-01-02 03:42:00
48871,2231,Wellness_Track,2025-01-02 03:45:00
1548,3612,Prescription_View,2025-01-02 03:49:00
24967,4524,Symptom_Check,2025-01-02 03:50:00
48742,3286,Teleconsultation,2025-01-02 03:53:00
47241,2685,Prescription_View,2025-01-02 03:57:00
1587,1170,Symptom_Check,2025-01-02 04:06:00
13306,3098,Symptom_Check,2025-01-02 04:06:00
19666,1171,Login,2025-01-02 04:11:00
45675,2554,Wellness_Track,2025-01-02 04:13:00
15017,422,Symptom_Check,2025-01-02 04:18:00
43801,3148,Teleconsultation,2025-01-02 04:23:00
38207,405,Teleconsultation,2025-01-02 04:32:00
3977,709,Login,2025-01-02 04:39:00
2379,1156,Logout,2025-01-02 04:43:00
7112,1991,Wellness_Track,2025-01-02 04:53:00
11901,2866,Teleconsultation,2025-01-02 04:54:00
29137,3477,Login,2025-01-02 04:56:00
38998,3576,Symptom_Check,2025-01-02 05:11:00
25156,2334,Lab_View,2025-01-02 05:20:00
42093,2465,Login,2025-01-02 05:29:00
37545,4179,Wellness_Track,2025-01-02 05:40:00
35048,3332,Prescription_View,2025-01-02 05:48:00
23923,4128,Symptom_Check,2025-01-02 05:51:00
14308,1170,Symptom_Check,2025-01-02 06:04:00
15089,1,Login,2025-01-02 06:11:00
44787,4573,Lab_View,2025-01-02 06:11:00
15724,2007,Prescription_View,2025-01-02 06:13:00
4125,4011,Login,2025-01-02 06:14:00
13639,3728,Teleconsultation,2025-01-02 06:17:00
31309,3518,Login,2025-01-02 06:22:00
40037,2574,Wellness_Track,2025-01-02 06:29:00
49317,356,Lab_View,2025-01-02 06:30:00
14221,4458,Teleconsultation,2025-01-02 06:59:00
43333,691,Login,2025-01-02 07:08:00
12065,1057,Wellness_Track,2025-01-02 07:24:00
348,4355,Teleconsultation,2025-01-02 07:27:00
8922,196,Wellness_Track,2025-01-02 07:29:00
19615,1751,Symptom_Check,2025-01-02 07:30:00
9003,1616,Teleconsultation,2025-01-02 07:42:00
15531,1733,Teleconsultation,2025-01-02 07:56:00
24500,1413,Lab_View,2025-01-02 07:57:00
847,3550,Login,2025-01-02 07:58:00
30317,3343,Symptom_Check,2025-01-02 08:05:00
38239,787,Symptom_Check,2025-01-02 08:17:00
28250,9,Login,2025-01-02 08:20:00
22721,616,Login,2025-01-02 08:27:00
18664,3448,Login,2025-01-02 08:30:00
30622,1671,Login,2025-01-02 08:35:00
30589,1434,Symptom_Check,2025-01-02 08:43:00
32444,112,Symptom_Check,2025-01-02 08:58:00
5360,1823,Symptom_Check,2025-01-02 09:05:00
17102,4080,Teleconsultation,2025-01-02 09:16:00
15201,3344,Wellness_Track,2025-01-02 09:21:00
19642,601,Login,2025-01-02 09:24:00
44605,132,Login,2025-01-02 09:25:00
16693,4711,Login,2025-01-02 09:27:00
15651,1141,Lab_View,2025-01-02 09:37:00
1395,2832,Login,2025-01-02 09:37:00
721,4819,Wellness_Track,2025-01-02 09:48:00
32203,2940,Wellness_Track,2025-01-02 10:16:00
2732,4355,Logout,2025-01-02 10:17:00
23670,1229,Symptom_Check,2025-01-02 10:19:00
8592,3448,Symptom_Check,2025-01-02 10:21:00
25429,1714,Login,2025-01-02 10:23:00
471,1333,Symptom_Check,2025-01-02 10:25:00
22212,3413,Lab_View,2025-01-02 10:26:00
9321,215,Login,2025-01-02 10:27:00
17578,2286,Wellness_Track,2025-01-02 10:29:00
42611,1076,Logout,2025-01-02 10:30:00
31011,522,Login,2025-01-02 10:35:00
25629,4122,Wellness_Track,2025-01-02 10:35:00
33552,4737,Login,2025-01-02 10:39:00
2485,4241,Login,2025-01-02 10:40:00
48022,2395,Symptom_Check,2025-01-02 10:54:00
39186,61,Login,2025-01-02 10:58:00
39606,1144,Logout,2025-01-02 10:58:00
28799,1861,Symptom_Check,2025-01-02 11:01:00
25549,789,Login,2025-01-02 11:12:00
36792,3813,Wellness_Track,2025-01-02 11:14:00
18309,551,Symptom_Check,2025-01-02 11:17:00
27501,3358,Login,2025-01-02 11:21:00
35827,444,Login,2025-01-02 11:23:00
37618,1054,Logout,2025-01-02 11:35:00
13249,1645,Login,2025-01-02 11:42:00
14302,2584,Wellness_Track,2025-01-02 11:49:00
14414,3263,Wellness_Track,2025-01-02 12:01:00
28040,4049,Login,2025-01-02 12:10:00
7460,4646,Symptom_Check,2025-01-02 12:10:00
48507,1974,Lab_View,2025-01-02 12:11:00
49140,3010,Login,2025-01-02 12:18:00
42221,2845,Login,2025-01-02 12:20:00
8636,3099,Lab_View,2025-01-02 12:23:00
3018,2029,Symptom_Check,2025-01-02 12:36:00
32227,2942,Symptom_Check,2025-01-02 12:37:00
33439,1065,Wellness_Track,2025-01-02 12:48:00
19876,4507,Logout,2025-01-02 12:50:00
12373,4688,Symptom_Check,2025-01-02 12:50:00
13299,2504,Symptom_Check,2025-01-02 12:54:00
5936,3469,Wellness_Track,2025-01-02 12:54:00
22661,3123,Prescription_View,2025-01-02 12:59:00
13466,4248,Lab_View,2025-01-02 13:12:00
8884,3067,Wellness_Track,2025-01-02 13:12:00
10555,354,Teleconsultation,2025-01-02 13:16:00
34877,807,Teleconsultation,2025-01-02 13:16:00
23204,4147,Login,2025-01-02 13:17:00
34893,987,Wellness_Track,2025-01-02 13:23:00
25332,2822,Teleconsultation,2025-01-02 13:25:00
46741,814,Symptom_Check,2025-01-02 13:27:00
12824,388,Lab_View,2025-01-02 13:53:00
29414,835,Login,2025-01-02 13:57:00
13975,1625,Symptom_Check,2025-01-02 14:11:00
21294,3383,Lab_View,2025-01-02 14:13:00
37407,2381,Login,2025-01-02 14:19:00
11805,1523,Login,2025-01-02 14:21:00
11309,2249,Wellness_Track,2025-01-02 14:28:00
39658,2836,Login,2025-01-02 14:31:00
40441,4690,Lab_View,2025-01-02 14:33:00
17847,239,Symptom_Check,2025-01-02 14:34:00
37328,4396,Symptom_Check,2025-01-02 14:38:00
26428,2763,Lab_View,2025-01-02 14:42:00
8251,677,Login,2025-01-02 14:46:00
29792,4539,Lab_View,2025-01-02 14:46:00
22432,1994,Wellness_Track,2025-01-02 14:49:00
39300,3554,Lab_View,2025-01-02 14:50:00
10563,4121,Symptom_Check,2025-01-02 15:12:00
34748,3173,Wellness_Track,2025-01-02 15:18:00
36510,4827,Wellness_Track,2025-01-02 15:19:00
37488,368,Prescription_View,2025-01-02 15:20:00
1013,1246,Wellness_Track,2025-01-02 15:30:00
40859,754,Wellness_Track,2025-01-02 15:38:00
28309,3937,Login,2025-01-02 15:42:00
41311,3247,Login,2025-01-02 15:46:00
25734,1464,Logout,2025-01-02 15:50:00
37532,4028,Lab_View,2025-01-02 15:58:00
49300,3993,Symptom_Check,2025-01-02 16:04:00
23393,204,Symptom_Check,2025-01-02 16:12:00
12131,525,Prescription_View,2025-01-02 16:15:00
18597,3876,Login,2025-01-02 16:27:00
39101,703,Wellness_Track,2025-01-02 16:41:00
14092,4320,Login,2025-01-02 16:43:00
43421,1620,Login,2025-01-02 16:56:00
12247,4323,Symptom_Check,2025-01-02 17:11:00
8181,3539,Wellness_Track,2025-01-02 17:12:00
21697,1346,Lab_View,2025-01-02 17:14:00
33819,2018,Login,2025-01-02 17:14:00
2508,265,Login,2025-01-02 17:16:00
14401,3101,Login,2025-01-02 17:18:00
38547,2844,Lab_View,2025-01-02 17:33:00
31231,1471,Symptom_Check,2025-01-02 17:36:00
6003,1659,Symptom_Check,2025-01-02 17:39:00
40147,426,Wellness_Track,2025-01-02 17:39:00
33563,2238,Login,2025-01-02 18:02:00
25712,4336,Teleconsultation,2025-01-02 18:04:00
36561,3041,Wellness_Track,2025-01-02 18:08:00
6660,4736,Symptom_Check,2025-01-02 18:11:00
25334,3315,Login,2025-01-02 18:11:00
27900,4839,Lab_View,2025-01-02 18:15:00
23285,3717,Wellness_Track,2025-01-02 18:16:00
32044,4786,Lab_View,2025-01-02 18:45:00
10739,1997,Lab_View,2025-01-02 18:57:00
14549,2344,Teleconsultation,2025-01-02 19:05:00
48767,2533,Login,2025-01-02 19:26:00
30884,3249,Login,2025-01-02 19:30:00
9100,2787,Wellness_Track,2025-01-02 19:32:00
8732,2245,Login,2025-01-02 19:35:00
44808,4944,Symptom_Check,2025-01-02 19:42:00
1611,2700,Wellness_Track,2025-01-02 19:46:00
17855,3601,Login,2025-01-02 19:52:00
17361,98,Symptom_Check,2025-01-02 19:55:00
42365,4990,Login,2025-01-02 19:58:00
26124,3496,Symptom_Check,2025-01-02 20:04:00
39281,4741,Login,2025-01-02 20:05:00
32039,4614,Login,2025-01-02 20:06:00
44309,1537,Wellness_Track,2025-01-02 20:15:00
48820,277,Login,2025-01-02 20:31:00
42876,1032,Symptom_Check,2025-01-02 20:36:00
27320,4108,Login,2025-01-02 20:36:00
32282,1730,Symptom_Check,2025-01-02 20:37:00
42974,2180,Symptom_Check,2025-01-02 20:37:00
38927,4724,Teleconsultation,2025-01-02 20:44:00
22192,2468,Login,2025-01-02 20:46:00
18998,734,Lab_View,2025-01-02 20:51:00
61,4816,Symptom_Check,2025-01-02 20:51:00
29740,4147,Lab_View,2025-01-02 20:52:00
31993,4097,Login,2025-01-02 20:53:00
29297,4447,Symptom_Check,2025-01-02 20:53:00
32361,2829,Symptom_Check,2025-01-02 20:56:00
1889,4413,Login,2025-01-02 20:57:00
13152,1728,Login,2025-01-02 20:59:00
10386,1483,Symptom_Check,2025-01-02 21:00:00
36274,4408,Lab_View,2025-01-02 21:03:00
36011,225,Prescription_View,2025-01-02 21:06:00
10021,629,Login,2025-01-02 21:10:00
12946,2885,Lab_View,2025-01-02 21:16:00
40312,4465,Lab_View,2025-01-02 21:32:00
15765,2343,Symptom_Check,2025-01-02 21:38:00
45978,1070,Login,2025-01-02 21:42:00
18013,3846,Symptom_Check,2025-01-02 21:53:00
49012,2306,Symptom_Check,2025-01-02 22:10:00
30226,1904,Symptom_Check,2025-01-02 22:14:00
10035,1227,Teleconsultation,2025-01-02 22:15:00
48654,2239,Teleconsultation,2025-01-02 22:21:00
43391,1980,Teleconsultation,2025-01-02 22:34:00
41278,3747,Symptom_Check,2025-01-02 22:34:00
17567,2716,Symptom_Check,2025-01-02 22:48:00
47690,3669,Lab_View,2025-01-02 22:59:00
32714,2445,Login,2025-01-02 23:04:00
31269,1896,Wellness_Track,2025-01-02 23:23:00
41267,3753,Symptom_Check,2025-01-02 23:31:00
25805,647,Symptom_Check,2025-01-02 23:37:00
43515,3270,Wellness_Track,2025-01-02 23:38:00
8867,1462,Prescription_View,2025-01-02 23:47:00
45630,2132,Lab_View,2025-01-02 23:57:00
6439,3757,Symptom_Check,2025-01-02 23:58:00
42821,3766,Prescription_View,2025-01-03 00:04:00
25868,110,Teleconsultation,2025-01-03 00:15:00
26997,2514,Teleconsultation,2025-01-03 00:16:00
28372,1629,Lab_View,2025-01-03 00:35:00
32418,3809,Login,2025-01-03 00:44:00
49721,1445,Login,2025-01-03 00:52:00
11213,532,Login,2025-01-03 00:55:00
13477,1282,Logout,2025-01-03 01:04:00
48314,1709,Lab_View,2025-01-03 01:06:00
39968,4570,Logout,2025-01-03 01:09:00
12940,374,Teleconsultation,2025-01-03 01:11:00
7073,4894,Symptom_Check,2025-01-03 01:19:00
42096,1384,Logout,2025-01-03 01:21:00
9953,2909,Teleconsultation,2025-01-03 01:23:00
40056,1812,Lab_View,2025-01-03 01:26:00
39400,3440,Lab_View,2025-01-03 01:30:00
27192,433,Login,2025-01-03 01:39:00
27362,2620,Login,2025-01-03 01:50:00
20905,4168,Lab_View,2025-01-03 01:50:00
11467,1309,Symptom_Check,2025-01-03 02:02:00
26310,2958,Login,2025-01-03 02:03:00
37677,393,Lab_View,2025-01-03 02:04:00
42652,1701,Wellness_Track,2025-01-03 02:09:00
44898,3746,Symptom_Check,2025-01-03 02:23:00
27963,799,Symptom_Check,2025-01-03 02:31:00
13175,1872,Wellness_Track,2025-01-03 02:36:00
15014,1387,Lab_View,2025-01-03 02:37:00
45536,1472,Wellness_Track,2025-01-03 02:37:00
29299,4547,Symptom_Check,2025-01-03 02:38:00
17923,2052,Login,2025-01-03 02:39:00
16510,1564,Teleconsultation,2025-01-03 02:40:00
14266,304,Wellness_Track,2025-01-03 02:43:00
32410,3915,Symptom_Check,2025-01-03 02:47:00
597,391,Login,2025-01-03 02:51:00
29895,3151,Teleconsultation,2025-01-03 02:51:00
12682,2382,Lab_View,2025-01-03 03:02:00
25459,3706,Symptom_Check,2025-01-03 03:08:00
10370,3629,Teleconsultation,2025-01-03 03:14:00
16748,2141,Lab_View,2025-01-03 03:15:00
36253,3720,Teleconsultation,2025-01-03 03:15:00
41750,1589,Logout,2025-01-03 03:19:00
3399,886,Teleconsultation,2025-01-03 03:21:00
9312,1451,Teleconsultation,2025-01-03 03:29:00
1772,949,Prescription_View,2025-01-03 03:33:00
4296,1221,Symptom_Check,2025-01-03 03:36:00
40111,2597,Teleconsultation,2025-01-03 03:37:00
43339,2253,Prescription_View,2025-01-03 03:38:00
47636,2898,Symptom_Check,2025-01-03 03:44:00
46993,2085,Wellness_Track,2025-01-03 03:45:00
11941,3507,Teleconsultation,2025-01-03 03:45:00
